gvkey,conm,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
004844,FOREST OIL CORP -OLD,P,01,LC,37234,1807,19721214,20141216
004845,TRACE PRODUCTS,P,01,LU,37242,6712,19831215,19901130
004846,FORMIGLI CORP,P,01,LU,37269,1778,19780131,19821029
004846,FORMIGLI CORP,C,00X,LU,37269,1778,19730101,19780130
004847,SWISS ARMY BRANDS INC,P,01,LU,37277,6603,19831121,20020830
004849,FORT HOLDINGS INC,P,01,LU,37293,1714,19721214,19800331
004850,FORT HOWARD CORP,P,02,LC,81487,13610,19950401,19970813
004850,FORT HOWARD CORP,C,02,LC,81487,13610,19950310,19950331
004852,FORT WORTH STL & MACHY CO,P,01,LU,37306,1880,19721214,19761130
004854,CONNECTIVITY TECHNOLGIES INC,C,01,LU,37357,5839,19830304,19951002
004856,FORUM GROUP INC,P,01,LU,37365,1608,19810130,19960628
004857,FORUM RESTAURANTS INC,C,01,LU,37373,1811,19721214,19830531
004858,FORWARD INDUSTRIES INC-OLD,C,00X,LU,37381,1810,19731001,19771030
004859,FOSSIL OIL & GAS INC,P,01,LU,37400,1813,19800815,19840928
004860,FOSTER (LB) CO,P,01,LU,37402,1852,19810609,E
004863,FOSTER MEDICAL CORP,P,01,LU,37429,5601,19820805,19840531
004864,FOSTER WHEELER AG,P,01,LC,18112,20757,20050603,20141231
004864,FOSTER WHEELER AG,P,01,LC,18112,20757,19620131,20030113
004866,FOTOCHROME INC,C,00X,LC,31982,23820,19620702,19660811
004867,FOTOMAT CORP,P,01,LU,60070,25641,19721214,19860630
004869,FOUR-PHASE SYSTEMS,P,01,LU,60433,1817,19760609,19820226
004870,FOUR STAR INTERNATIONAL INC,C,01,LU,37453,5770,19830117,19861031
004872,FOX PHOTO INC,P,01,LU,54500,25373,19720410,19861231
004873,FOXBORO CO,P,01,LC,27860,20758,19620131,19900727
004875,FOXMEYER CORP,C,01,LC,67520,6168,19830712,19860314
004875,FOXMEYER CORP,C,01,LC,76806,29608,19910829,19941012
004876,FRANCANA OIL & GAS LTD,P,01,LU,61559,25671,19800331,19820528
004877,AGROLIFE CORP,P,01,LU,37517,7121,19840706,19910131
004878,FRANKLIN MINING INC,C,01,LC,37541,1747,19830131,20010906
004878,FRANKLIN MINING INC,C,00X,LC,37541,1747,19830101,19830130
004881,FRANKLIN ELECTRIC CO INC,P,01,LU,37568,1688,19721214,E
004883,FRANKLIN MINT CORP,P,01,LU,48979,25038,19690818,19810227
004884,FRANKLIN NEW YORK CORP,P,01,LU,37576,1833,19721214,19740513
004885,FRANKLIN RESOURCES INC,P,01,LU,37584,6407,19830923,E
004886,FRANKLIN SIGNAL CORP,P,01,LU,37592,1849,19810713,19850131
004887,FRANKS NURSERY & CRAFTS INC,P,01,LU,44804,24777,19670809,19830228
004888,FRANTZ MFG CO,P,01,LU,51289,8417,19701007,19870119
004890,FRASER REALTY GROUP,C,00X,LC,37621,1821,19730601,19780130
004890,FRASER REALTY GROUP,C,01,LC,37621,1821,19780131,19860218
004892,FREDERICKS OF HOLLYWD  -CL B,C,03,LC,79900,1715,19931104,19970929
004892,FREDERICKS OF HOLLYWD  -CL B,J,02,LC,63597,1715,19931015,19970929
004892,FREDERICKS OF HOLLYWD  -CL B,P,01,LC,63597,1715,19721214,19931014
004893,FREEMAN (CARL M.) ASSOCIATES,C,00X,LU,37656,1829,19740101,19781228
004893,FREEMAN (CARL M.) ASSOCIATES,P,01,LU,37656,1829,19781229,19820623
004894,FREEPT MCMORAN O&G ROYALTY,P,01,LU,65592,20761,19840131,19990922
004894,FREEPT MCMORAN O&G ROYALTY,C,00X,LU,65592,20761,19840101,19840130
004895,FREEPORT MCMORAN INC,P,01,LU,62877,20762,19810408,19971222
004895,FREEPORT MCMORAN INC,C,00X,LU,11981,22321,19501230,19620130
004895,FREEPORT MCMORAN INC,P,01,LU,11981,22321,19620131,19810406
004898,FREMONT ENERGY CORP,P,01,LU,37672,1823,19790131,19830831
004900,FREQUENCY ELECTRONICS INC,P,01,LC,62228,1686,19800630,E
004901,FREQUENCY SOURCES INC,P,01,LU,37720,1836,19771019,19800731
004902,FREY ASSOCIATES INC,P,01,LU,37736,6225,19830727,19850329
004903,FRIEDMAN INDUSTRIES INC,P,01,LU,58421,1824,19721214,E
004904,FRIENDLY FROST INC,P,01,LC,32002,23822,19660131,19830721
004905,FRIENDLY ICE CREAM  -OLD,P,01,LU,37744,1724,19721214,19790330
004906,FRIER INDUSTRIES INC,P,01,LU,46041,24859,19680410,19760331
004907,FRIES ENTERTAINMENT INC,C,01,LC,66915,6801,19840120,19911129
004908,FRIGITEMP CORP,P,01,LU,58245,1826,19730518,19780228
004909,FRIGITRONICS INC,P,01,LU,55730,25464,19721019,19861031
004910,FRIONA INDUSTRIES INC,P,01,LU,60636,1831,19731105,19850628
004911,FRISCH'S RESTAURANTS INC,P,01,LU,57330,20767,19721214,20150831
004912,FRITZI OF CALIFORNIA MFG CO,P,01,LU,37779,1827,19721214,19851129
004913,FRONTIER ENERGY CORP,P,01,LC,37787,1230,19830131,19850123
004914,FRONTIER HOLDINGS INC,P,01,LU,40387,24457,19660131,19851129
004915,FRONTIER MINING & OIL CORP,C,01,LU,37795,6424,19830927,19880614
004916,FROST & SULLIVAN INC,P,01,LU,37816,1838,19760812,19880129
004917,FROSTIE ENTERPRISES,P,01,LC,37824,1835,19771214,19791231
004917,FROSTIE ENTERPRISES,C,00X,LC,37824,1835,19730401,19771213
004918,FROZEN FOOD EXPRESS INDS,P,01,LU,37832,1693,19721214,E
004920,K-H CORP,P,01,LC,71976,25866,19870121,19891130
004920,K-H CORP,N,03,LC,21522,23077,19861223,19861223
004920,K-H CORP,C,03,LC,21522,23077,19861201,19861222
004920,K-H CORP,P,03,LC,21522,23077,19620131,19861130
004920,K-H CORP,C,00X,LC,21522,23077,19501230,19620130
004922,FRYE INDS INC,P,01,LU,32010,23823,19660131,19711029
004924,DAKA INTERNATIONAL INC,P,01,LC,37859,6546,19831103,19970717
004925,FUJIFILM HLDGS CORP,P,90,LC,37867,1867,19721214,20090731
004926,FULLER (H. B.) CO,P,01,LU,37875,1868,19721214,E
004928,FUNDSNET INC,P,01,LU,37891,1796,19820129,19870130
004928,FUNDSNET INC,C,00X,LU,37891,1796,19820101,19820128
004929,FUTURE COMMUNICATIONS,C,00X,LU,32089,7679,19741101,19850829
004929,FUTURE COMMUNICATIONS,C,01,LU,32089,7679,19850830,19930830
004930,FUNK SEEDS INTERNATIONAL INC,P,01,LU,37904,1872,19721214,19740731
004931,FUNTIME INC,P,01,LC,37912,1806,19741231,19871231
004931,FUNTIME INC,C,00X,LC,37912,1806,19731101,19741230
004932,METROMEDIA INTERNATIONAL GRP,C,00X,LC,25961,20770,19600101,19621129
004932,METROMEDIA INTERNATIONAL GRP,C,01,LC,25961,20770,19621130,20030228
004933,BANYAN CORP,C,01,LC,66560,20771,19840816,19910412
004934,FURR'S CAFETERIAS INC,P,01,LU,37939,1875,19721214,19800430
004936,G&K SERVICES INC  -CL A,P,01,LC,37955,1959,19730330,20170321
004937,GAC CORP,P,01,LU,25515,23340,19620131,19751209
004938,GAC LIQUIDATING TRUST,C,01,LU,37971,1882,19810129,19881201
004940,G-I HOLDINGS INC,P,02,LC,41953,24578,19650510,19890329
004941,GATX CORP,P,01,LC,12036,20773,19620131,E
004941,GATX CORP,C,00X,LC,12036,20773,19500101,19620130
004942,GBC CLOSED CIRCUIT TV CORP,C,01,LU,37990,1900,19780131,19841012
004942,GBC CLOSED CIRCUIT TV CORP,C,00X,LU,37990,1900,19730601,19780130
004943,GBI INTERNATIONAL INC,C,01,LU,88226,7527,19851101,19890816
004944,GCA CORP,P,01,LU,40192,24441,19660131,19880630
004945,GDV INC,P,01,LU,32141,5240,19650129,19830831
004946,GEICO CORP,P,01,LU,62236,1920,19790228,19960131
004946,GEICO CORP,C,00X,LC,62236,1920,19790101,19790227
004947,GF CORP,P,01,LU,32037,20774,19620702,19901204
004948,G F INDUSTRIES INC,P,01,LU,32045,23825,19651029,19700716
004950,GIT INDUSTRIES INC,P,01,LU,56995,25548,19760130,19810930
004950,GIT INDUSTRIES INC,C,00X,LU,56995,25548,19740401,19760129
004951,GK TECHNOLOGIES INC,P,01,LU,16598,22702,19620131,19810529
004951,GK TECHNOLOGIES INC,C,00X,LU,16598,22702,19500101,19620130
004952,GNC ENERGY CORP,C,01,LU,63167,1981,19780215,19850715
004954,GNI GROUP INC,P,01,LU,40425,5164,19811104,19980731
004956,GRI CORP,P,01,LU,51051,20775,19700831,19920228
004957,GRT CORP,C,01,LU,38026,2027,19721214,19790928
004958,G S C ENTERPRISES INC,P,01,LC,32053,23826,19660131,19740228
004958,G S C ENTERPRISES INC,C,00X,LC,32053,23826,19620702,19660130
004959,GST LABORATORIES INC,P,01,LU,38034,2046,19810313,19821130
004961,GTE CORP,C,00X,LU,21004,20776,19500101,19620130
004961,GTE CORP,P,01,LU,21004,20776,19620131,20000731
004962,GTI CORP,P,01,LU,32061,20777,19660429,19981130
004963,GTS CORP,C,01,LU,38042,2057,19810430,19920406
004963,GTS CORP,C,00X,LU,38042,2057,19740101,19810429
004965,GABRIEL INDUSTRIES INC,P,01,LU,46551,24890,19680729,19780731
004967,GRM INDUSTRIES INC,C,01,LU,22445,2018,19680830,19840131
004967,GRM INDUSTRIES INC,C,00X,LU,22445,2018,19590801,19680829
004969,GALAXY CARPET MILLS,C,01,LU,57226,25557,19721214,19890602
004970,GALAXY OIL CO,C,01,LU,63175,1887,19721214,19870501
004971,GALE INDUSTRIES INC,C,01,LU,32088,23827,19630628,19690612
004972,NETOPTIX CORP,P,01,LU,38085,5791,19830201,20000531
004973,ARTHUR J GALLAGHER & CO,P,01,LU,38093,7094,19840620,E
004975,GALOOB TOYS INC,P,01,LU,88269,7240,19841031,19981130
004977,GALVESTON HOUSTON,C,01,LU,61348,2063,19750611,19950331
004979,GAMBLE-SKOGMO,P,01,LU,23800,23238,19620131,19800731
004979,GAMBLE-SKOGMO,C,00X,LU,23800,23238,19500101,19620130
004981,GAMBRO AB  -ADR -OLD,P,90,LU,38106,6057,19830608,19960315
004982,GAME A TRON CORP,C,01,LU,38114,1889,19800723,19840507
004983,GLOBAL GAMING TECHNOLOGY,C,01,LU,38122,1891,19790529,19830520
004984,GAMING & TECHNOLOGY-OLD,C,01,LC,38149,297,19781102,19831229
004985,GAMMA BIOLOGICALS INC,P,01,LU,38157,1888,19800731,19981130
004987,GANDALF TECHNOLOGIES INC,P,01,LU,78425,26264,19821101,19970725
004988,TEGNA INC,P,01,LC,47941,20782,19690310,E
004990,GAP INC,P,01,LU,59010,1892,19760520,E
004992,GAR WOOD INDUSTRIES INC,C,00X,LU,20255,22985,19491101,19681031
004993,GARAN INC,P,01,LU,32096,20783,19631031,20020930
004994,GARBER (A L) INC,C,01,LU,14920,22565,19620131,19730831
004994,GARBER (A L) INC,C,00X,LU,14920,22565,19600601,19620130
004995,GARDNER-DENVER CO,P,01,LU,22007,23115,19620131,19790430
004995,GARDNER-DENVER CO,C,00X,LU,22007,23115,19500101,19620130
004996,GARFINCKEL BROOKS BROTHERS,P,01,LU,57912,1893,19721214,19810831
004997,GARLAND CORP  -CL A,P,01,LC,40600,24472,19640525,19800428
004998,GARLOCK INC,P,01,LU,40619,24473,19640525,19751128
005000,GARSITE PRODUCTS INC,C,00X,LC,38202,24294,19730201,19730312
005002,GAS SERVICE CO,P,01,LC,52556,25259,19730101,19831021
005004,GATES LEARJET CORP,P,01,LU,59029,1886,19721214,19871030
005005,GATEWAY INDUSTRIES INC,P,01,LU,43414,1897,19660701,19811231
005007,GATEWAY TRANSPORTATION CO,P,01,LU,38245,1896,19721214,19810227
005008,GAY GIBSON INC,P,01,LU,38253,24299,19721214,19731231
005009,GAYLORDS NATIONAL CORP,P,01,LU,44628,24764,19670620,19850531
005011,GAYNOR-STAFFORD INDS,C,01,LU,52660,25269,19710614,19800111
005012,GEARHART INDUSTRIES INC,P,01,LU,41304,24528,19641130,19880930
005013,GELCO CORP,P,01,LU,59870,1962,19721214,19871231
005014,GELMAN SCIENCES INC,P,01,LU,60935,1923,19721214,19970228
005016,INVESTORS INSURANCE GROUP,C,01,LU,62594,1925,19770531,19960412
005016,INVESTORS INSURANCE GROUP,C,00X,LU,62594,1925,19740101,19770530
005017,GEMTEC CORP,P,01,LU,38261,1938,19791105,19861231
005018,AEROJET ROCKETDYNE HOLDINGS,P,01,LU,20765,20786,19620131,E
005018,AEROJET ROCKETDYNE HOLDINGS,C,00X,LU,20765,20786,19491201,19620130
005020,GENENTECH INC,P,04,LC,87031,1928,19990720,20090326
005020,GENENTECH INC,P,02,LC,38280,1928,19951026,19990616
005020,GENENTECH INC,C,01,LC,38280,1928,19900901,19900909
005020,GENENTECH INC,P,01,LC,38280,1928,19801014,19900831
005021,GENERAL TECHNOLOGIES GRP LTD,C,01,LU,88306,7395,19850122,19900118
005022,GENERAL AIRCRAFT CORP,P,01,LU,38288,1884,19800530,19830930
005022,GENERAL AIRCRAFT CORP,C,00X,LU,38288,1884,19740101,19800529
005023,GENERAL ALLOYS CO,P,01,LC,32117,23830,19660131,19720831
005023,GENERAL ALLOYS CO,C,00X,LC,32117,23830,19620702,19660130
005024,GENERAL AMERICAN INVESTORS,P,01,LU,18622,20787,19820129,E
005024,GENERAL AMERICAN INVESTORS,C,00X,LU,18622,20787,19820101,19820128
005025,GENERAL AMERICAN OIL CO-TX,P,01,LU,26120,23385,19620131,19830228
005027,GA EXPRESS INC,C,01,LC,38317,1926,19721214,19850428
005027,GA EXPRESS INC,C,01,LC,38317,1926,19860613,19980520
005028,GENERAL AUTOMOTIVE PARTS CP,P,01,LU,38325,1898,19721214,19820331
005030,GENERAL BANCSHARES,P,01,LC,25291,23325,19630131,19860327
005030,GENERAL BANCSHARES,C,00X,LC,25291,23325,19630101,19630130
005031,GENERAL BATTERY CORP,C,01,LU,32125,23831,19620702,19730504
005032,GENERAL BINDING CORP,P,01,LU,38333,1903,19721214,20050831
005035,GENERAL BUILDERS CORP,C,01,LU,32133,5769,19660131,19940121
005036,GENERAL CARE CORP,P,01,LU,60644,1910,19721214,19800829
005037,GENERAL CERAMICS INC,P,01,LU,56136,3130,19800530,19890707
005037,GENERAL CERAMICS INC,C,00X,LU,56136,3130,19730701,19800529
005038,HARCOURT GENERAL INC,P,01,LU,40838,20789,19640709,20010731
005041,GENERAL CRUDE OIL CO,C,01,LU,38368,1909,19721214,19750131
005042,GENERAL DATABASE TECH INC,P,01,LU,38376,6532,19831027,19841231
005043,GENERAL DATACOMM INDUSTRIES,C,01,LC,62607,1912,19721214,20010821
005044,GENERAL DEFENSE CORP,P,01,LU,63183,1913,19800731,19860728
005044,GENERAL DEFENSE CORP,C,00X,LU,63183,1913,19800711,19800730
005045,MEDCLEAN TECHNOLOGIES INC,C,01,LU,38384,1916,19790430,19910724
005045,MEDCLEAN TECHNOLOGIES INC,C,00X,LU,38384,1916,19790411,19790429
005046,GENERAL DYNAMICS CORP,P,01,LC,12052,20791,19620131,E
005046,GENERAL DYNAMICS CORP,C,00X,LC,12052,20791,19540101,19620130
005047,GENERAL ELECTRIC CO,P,01,LC,12060,20792,19620131,E
005047,GENERAL ELECTRIC CO,C,00X,LC,12060,20792,19500101,19620130
005050,GEE GROUP INC,P,01,LC,46834,20793,19680919,E
005051,GENERAL ENERGY CORP-DE,P,01,LU,38392,1985,19740313,19830630
005052,GENERAL EXPLORATION,P,01,LU,59037,25621,19760921,19810514
005055,GENERAL FOODS CORP,P,01,LU,16109,22660,19620131,19851101
005055,GENERAL FOODS CORP,C,00X,LU,16109,22660,19500401,19620130
005056,GENERAL GROWTH PROP,P,01,LU,56493,25523,19730305,19850925
005057,GENERAL HEALTH SERVICE,P,01,LC,38421,1945,19721214,19801231
005058,GENERAL HOBBIES,C,01,LU,38440,1947,19721214,19800610
005059,GENERAL HOMES CORP,P,02,LC,67555,6108,19830624,19900418
005060,GENERAL HOST CORP,P,01,LU,19174,20795,19620228,19980130
005060,GENERAL HOST CORP,C,00X,LU,19174,20795,19500101,19620227
005061,GENERAL HOUSEWARES,P,01,LU,56629,20796,19721214,19991029
005062,GENERAL HYDROCARBONS INC,P,01,LU,38456,1948,19790131,19860630
005063,GENERAL INSTRUMENT CORP,C,01,LU,77644,20797,19920610,20000105
005063,GENERAL INSTRUMENT CORP,C,01,LU,23253,20797,19620131,19900822
005063,GENERAL INSTRUMENT CORP,C,00X,LU,23253,20797,19500301,19620130
005064,GENERAL INTERIORS CORP,P,01,LU,41806,24564,19660131,19750331
005065,GENERAL KINETICS INC,P,01,LU,10608,8510,19860825,19970529
005066,GENERAL MAGNAPLATE CORP,C,01,LU,38472,1974,19810318,19991112
005067,GENERAL MEDICAL CORP,P,01,LU,53241,25306,19710921,19800331
005068,GENERAL METAL & ABRASIVES CO,P,01,LU,88322,7358,19841220,19910830
005070,GENERAL MICROWAVE CORP,P,01,LU,66923,1977,19780922,19990129
005071,GENERAL MILLS INC,P,01,LC,17144,20798,19620131,E
005071,GENERAL MILLS INC,C,00X,LC,17144,20798,19500601,19620130
005072,ALLY FINANCIAL INC,P,05,LC,14558,53687,20140410,E
005073,GENERAL MOTORS CO,P,19,LC,12369,53554,20101118,E
005073,GENERAL MOTORS CO,C,00X,LC,12079,20799,19500101,19620130
005073,GENERAL MOTORS CO,P,01,LC,12079,20799,19620131,20090601
005074,ELECTRONIC DATA SYSTEMS CORP,P,01,LC,83596,31660,19960610,20080825
005074,ELECTRONIC DATA SYSTEMS CORP,P,01,LC,66931,20799,19841019,19960609
005074,ELECTRONIC DATA SYSTEMS CORP,P,01,LC,52070,25225,19710303,19841018
005075,GENERAL NUTRITION INC,P,01,LU,62244,1982,19800620,19891130
005076,GENERAL PHYSICS CORP,C,01,LU,38520,5733,19821216,19970131
005077,GENERAL PORTLAND INC,P,01,LU,23464,23213,19620131,19811123
005077,GENERAL PORTLAND INC,C,00X,LU,23464,23213,19500101,19620130
005078,GENERAL PRODUCTION CO INC,P,01,LU,38528,5290,19820128,19831031
005079,GPU INC,P,01,LU,22541,20802,19620131,20011130
005079,GPU INC,C,00X,LU,22541,20802,19520101,19620130
005080,GENERAL RE CORP,P,01,LU,62252,20803,19721214,19981231
005081,GENERAL REAL ESTATE SHARES,P,01,LU,38536,2010,19780331,19910131
005081,GENERAL REAL ESTATE SHARES,C,00X,LU,38536,2010,19740101,19780330
005082,GENERAL RECREATION INC,C,00X,LU,53292,25308,19740101,19740130
005082,GENERAL RECREATION INC,P,01,LU,53292,25308,19740131,19780131
005083,GENERAL REFRACTORIES CO,C,01,LU,12087,22326,19620131,19880824
005083,GENERAL REFRACTORIES CO,C,00X,LU,12087,22326,19500101,19620130
005084,GENERAL RESOURCES CORP-DEL,C,01,LU,32184,23834,19660131,19760520
005085,GENERAL SEMICONDUCTOR INDS,P,01,LU,38552,2038,19730209,19810130
005086,GENERAL SHALE PRODUCTS CORP,P,01,LU,38579,2041,19721214,19860731
005087,SPX CORP,P,01,LU,12095,20804,19620131,19981006
005087,SPX CORP,P,01,LU,55212,21548,19981007,E
005087,SPX CORP,C,00X,LU,12095,20804,19500101,19620130
005088,GENERAL STEEL INDS,P,01,LU,25902,23370,19620131,19820331
005105,GENERAL TERMINAL CORP,P,01,LU,38587,2050,19790131,19830429
005106,GENERAL TIME CORP,C,00X,LU,20140,22977,19500101,19681231
005108,GENERICS CORP AMERICA,P,01,LU,58034,1980,19721214,19751128
005109,GENESCO INC,P,01,LU,21055,20805,19620131,E
005109,GENESCO INC,C,00X,LU,21055,20805,19491101,19620130
005111,GENESEE CORP  -CL B,P,01,LU,38608,1927,19750131,20031231
005111,GENESEE CORP  -CL B,C,00X,LU,38608,1927,19730501,19750130
005112,GENETIC ENGINEERING INC,P,01,LU,38616,1918,19810114,19900430
005113,BIOPLASTY INC,C,01,LU,38624,5302,19820205,19930518
005114,GENETIC SYSTEMS CORP,P,01,LU,38632,1929,19820129,19860228
005114,GENETIC SYSTEMS CORP,C,00X,LU,38632,1929,19820101,19820128
005115,GENETIC DIAGNOSTICS CORP,C,01,LU,88349,7209,19841112,19860813
005116,GENTEX CORP,P,01,LU,38659,5242,19811222,E
005117,GENEVE CORP,P,01,LU,38683,1930,19780131,19790611
005117,GENEVE CORP,C,00X,LU,38683,1930,19740901,19780130
005118,GENEX CORP,P,01,LU,38691,5639,19820929,19911129
005119,GENISCO TECHNOLOGY,C,01,LU,40168,20806,19650129,19950222
005120,GENOVA INC,C,00X,LU,38712,1989,19731001,19780130
005120,GENOVA INC,P,01,LU,38712,1989,19780131,19870331
005121,GENOVESE DRUG STORES  -CL A,P,01,LC,59547,1917,19870323,19990301
005121,GENOVESE DRUG STORES  -CL A,P,03,LC,59547,1917,19690102,19870228
005122,GENRAD INC,P,01,LU,62260,2003,19780608,20011031
005123,GENSTAR CORP,C,01,LU,49074,25044,19690825,19860731
005124,GEODYNAMICS CORP,P,01,LC,88357,7648,19850718,19960328
005125,GENUINE PARTS CO,P,01,LU,46674,20807,19680820,E
005127,GEO SURVEYS INC,P,01,LU,38739,1935,19790131,19821130
005128,GEOPHYSICAL SYSTEMS CORP,C,01,LU,38747,2037,19810617,19831228
005129,GEORESOURCES INC -OLD,P,01,LC,38755,1932,19790131,20070417
005130,GEODYNE RESOURCES INC,C,01,LU,38798,1931,19801202,19930331
005131,GEO INTERNATIONAL CORP,C,01,LU,62615,20808,19810219,19930825
005132,GEOPHYSICAL FIELD SURVEYS,P,01,LU,38819,1944,19810805,19830429
005133,BONTEX INC,P,01,LU,38827,1901,19790731,20020719
005133,BONTEX INC,C,00X,LU,38827,1901,19730701,19790730
005134,GEORGIA-PACIFIC CORP,C,00X,LC,23915,20809,19500101,19620130
005134,GEORGIA-PACIFIC CORP,P,01,LU,23915,20809,19620131,20051230
005136,GEOS CORP,P,01,LU,38851,1934,19790131,19840131
005137,GEOSOURCE INC,P,01,LC,60089,1937,19770621,19820630
005138,GEOTEL INC,C,01,LU,38878,1939,19801203,19910523
005139,GEOTHERMAL RES INTL INC,P,01,LU,64741,20810,19791231,19891128
005139,GEOTHERMAL RES INTL INC,C,00X,LU,64741,20810,19740101,19791230
005140,GOLD KING CONSOLIDATED INC,C,01,LC,38886,2506,19831230,19921012
005141,GERBER PRODUCTS CO,P,01,LC,25910,20811,19620131,19940825
005142,GERBER SCIENTIFIC INC,P,01,LU,47888,20812,19690304,20110831
005143,GERBER SYSTEMS TECHNOLOGY,P,01,LU,38894,2045,19810408,19870331
005144,GERIATRIC & MEDICAL COS INC,P,01,LU,38907,1924,19731231,19961031
005144,GERIATRIC & MEDICAL COS INC,C,00X,LU,38907,1924,19730601,19731230
005145,GERIATRICS INC,P,01,LU,57680,25581,19721214,19740731
005148,GETTY OIL CO,P,01,LU,19414,22919,19630329,19840229
005148,GETTY OIL CO,C,00X,LU,19414,22919,19500101,19630328
005149,GETTY REALTY CORP,P,01,LU,62367,3641,19730131,E
005151,GIANT FOOD INC  -CL A,P,01,LU,32205,20814,19620702,19981130
005152,GIANT GROUP LTD,P,01,LU,27449,20815,19620131,20000424
005152,GIANT GROUP LTD,C,00X,LU,27449,20815,19600729,19620130
005153,AMERICAN PAC MINERALS LTD,C,01,LU,77241,6022,19830527,19951222
005156,GIANT YELLOWKNIFE MINES LTD,P,01,LU,32213,20816,19620702,19910731
005157,GIBRALTER EXPLORATION LTD,C,01,LU,38958,1951,19810604,19830512
005158,GIBRALTAR FINANCIAL CORP,C,01,LU,28409,20817,19620221,19900328
005160,GIBSON (CR) CO,P,01,LU,38974,1950,19740131,19951130
005160,GIBSON (CR) CO,C,00X,LU,38974,1950,19740101,19740130
005161,GIBSON GREETINGS INC,P,01,LU,38982,5998,19830519,20000331
005162,GIBSON-HOMANS CO,P,01,LU,39002,1949,19721214,19841231
005163,GIDDINGS & LEWIS INC,P,01,LU,44505,26023,19670601,19820730
005164,GIFFORD-HILL & CO,P,01,LU,52759,25273,19710701,19860930
005165,GIGA-TRONICS INC,P,01,LU,39029,6080,19830620,E
005166,SALIENT 3 COMMUN INC  -CL A,P,01,LU,39045,1952,19721214,20010606
005167,GILBERT/ROBINSON INC,P,01,LU,39053,2019,19721214,19781031
005168,GILFORD INSTRUMENT LABS,P,01,LC,39061,1943,19721214,19800930
005169,GILLETTE CO,P,01,LC,16424,20818,19620131,20050930
005169,GILLETTE CO,C,00X,LC,16424,20818,19500101,19620130
005170,GILMAN SERVICES INC,P,01,LU,84567,1953,19780921,19820831
005171,GIMBEL BROTHERS INC,P,01,LC,12124,22329,19730131,19730731
005172,GINO'S INC,P,01,LU,49920,25098,19700130,19820226
005173,GIRARD CO,P,01,LU,39088,1956,19721214,19830405
005174,GISH BIOMEDICAL INC,P,01,LU,12024,5605,19821101,20030430
005175,GLADDING CORP,P,01,LU,46033,24858,19680408,19770331
005178,GLASROCK MEDICAL SERVICES,P,01,LU,44839,24780,19670817,19830131
005179,GLATFELTER,P,01,LU,57154,20819,19721214,E
005180,GLAXOSMITHKLINE PLC,P,90,LU,75064,1973,19721214,E
005181,GLEASON CORP,P,01,LU,55466,20821,19720905,20000331
005182,GLEN-GERY CORP,P,01,LU,41507,24541,19650125,19790731
005184,GOLDEN STATE BANCORP INC-OLD,P,01,LU,67563,6458,19840131,19980923
005184,GOLDEN STATE BANCORP INC-OLD,C,00X,LU,67563,6458,19831005,19840130
005185,GLENMORE DISTILLERIES  -CL B,P,01,LU,32256,20822,19620702,19910830
005187,GLOBALSANTAFE CORP,P,02,LC,85080,32017,20011121,20071126
005187,GLOBALSANTAFE CORP,P,02,LC,45428,20826,19671129,20011120
005188,GLOBAL NATURAL RESOURCES INC,P,01,LU,65920,20827,19810130,19961031
005189,GLOBE INDUSTRIES INC,C,01,LU,55052,25411,19720706,19791231
005190,GLOBE SECURITY SYSTEMS INC,P,01,LU,32264,23838,19701123,19740731
005192,GLOBE-UNION INC,P,01,LU,32272,23839,19620702,19780929
005193,GLOBUS GROWTH GROUP,C,01,LU,39205,2000,19810805,19910211
005194,GLOSSER BROTHERS INC,P,01,LU,55474,25442,19720905,19851031
